function_name,file_path,module,line_number,signature,doc_comment,doc_first_line,semantic_category
run_mda,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda.R,app/logic/lda,275,NA,"#' Run Mixture Discriminant Analysis
#'
#' Calls mda::mda() on the supplied data. Supports both
#' standard model fitting and manual leave-one-out CV
#' (mda does not have a built-in CV parameter).
#'
#' @param data Data frame (cleaned, optionally scaled)
#' @param columns Character vector of measurement column names
#' @param grouping_col Character, name of the grouping column
#' @param prior Character, ""proportional"" or ""equal""
#' @param cv Logical, leave-one-out cross-validation
#' @param meta_cols Character vector of metadata column names
#' @param subclasses Integer, number of subclasses per class
#' @param iter Integer, maximum number of EM iterations
#' @param dimension Integer or NULL, dimension of reduced model
#' @param eps Numeric or NULL, threshold for truncating dimension
#' @return List with $success, $result or $error
#' @export",Run Mixture Discriminant Analysis,"computation, export, transformation, error_handling, data_prep"
run_predict,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda.R,app/logic/lda,342,NA,"#' Predict on new data using a fitted LDA/QDA model
#'
#' Takes the result from run_lda()/run_qda() (with cv=FALSE)
#' and predicts classes for a test set. Returns classification,
#' posterior probabilities, LD scores (LDA only), and
#' confusion matrix if true labels are available.
#'
#' @param lda_result The $result from run_lda()/run_qda()
#' @param test_data Data frame with the same columns
#' @param columns Character vector of measurement column names
#' @param grouping_col Character, name of the grouping column
#'   (used to extract true labels for confusion matrix;
#'   NULL if no true labels available)
#' @param meta_cols Character vector of metadata column names
#' @return List with $success, $result or $error
#' @export",Predict on new data using a fitted LDA/QDA model,"computation, export, filtering, error_handling, statistical"
build_prior,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda.R,app/logic/lda,437,"function(prior_choice, grouping)",NA,NA,undocumented
fit_mda,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda.R,app/logic/lda,453,NA,NA,NA,undocumented
build_lda_result,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda.R,app/logic/lda,481,NA,NA,NA,undocumented
build_cv_classification,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda.R,app/logic/lda,613,"function(obj, grouping)",NA,NA,undocumented
build_mda_result,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda.R,app/logic/lda,630,NA,NA,NA,undocumented
build_mda_cv_result,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda.R,app/logic/lda,762,NA,NA,NA,undocumented
build_confusion_stats,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda.R,app/logic/lda,848,NA,NA,NA,undocumented
lda_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda.R,app/logic/lda,917,NA,"#' Error parser for LDA/QDA-specific errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for LDA/QDA-specific errors,"export, error_handling"
compute_pooled_vc,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_diagnostics.R,app/logic/lda,30,"function(scores, groups)","#' Compute pooled within-group variance-covariance matrix
#'
#' Averages per-group covariance matrices weighted by (n_k - 1),
#' matching the pooled estimate used by MASS::lda().
#'
#' @param scores Data frame of LD scores (numeric columns only)
#' @param groups Factor or character vector of group labels
#' @return Pooled variance-covariance matrix
#' @export",Compute pooled within-group variance-covariance matrix,"computation, export"
generate_ellipse_points,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_diagnostics.R,app/logic/lda,68,NA,"#' Generate points on a 2D ellipse from a covariance matrix
#'
#' Uses eigendecomposition to draw an ellipse at n_std
#' standard deviations, centered at the given point.
#'
#' @param vc_matrix 2x2 variance-covariance matrix
#' @param center Numeric vector of length 2 (center x, y)
#' @param n_points Number of points on the ellipse boundary
#' @param n_std Number of standard deviations for the radius
#' @return Data frame with columns x and y
#' @export",Generate points on a 2D ellipse from a covariance matrix,"plotting, export"
add_diagnostics_overlay,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_diagnostics.R,app/logic/lda,111,NA,"#' Add assumption diagnostics overlay to an LD plot
#'
#' Overlays per-group covariance ellipses (solid),
#' pooled within-group covariance ellipses (dashed,
#' darker shade), and group mean markers onto an
#' existing LD scores ggplot.
#'
#' @param p A ggplot object (the LD scores plot)
#' @param scores Data frame of LD scores
#' @param groups Factor of group labels
#' @param dim_x Character, LD column for x-axis
#' @param dim_y Character, LD column for y-axis
#' @return The ggplot with diagnostics layers added
#' @export",Add assumption diagnostics overlay to an LD plot,"plotting, export"
add_boundaries_overlay,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_diagnostics.R,app/logic/lda,246,NA,"#' Add decision boundary overlay to an LD scores plot
#'
#' Creates a dense grid in the 2D LD space, back-projects
#' each grid point to original variable space via the
#' scaling matrix, predicts the class using the fitted
#' LDA model, and renders coloured tile regions plus
#' boundary contour lines underneath the scatter points.
#'
#' @param p A ggplot object (the LD scores plot)
#' @param lda_result Result list from run_lda() (needs
#'   $model, $scores, $columns, $scaling)
#' @param dim_x Character, LD column for x-axis
#' @param dim_y Character, LD column for y-axis
#' @param grid_n Integer, resolution per axis (default 150)
#' @return The ggplot with boundary layers added
#' @export",Add decision boundary overlay to an LD scores plot,"computation, plotting, export, formatting"
compute_1d_boundary,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_diagnostics.R,app/logic/lda,418,function(lda_result),"#' Compute 1D decision boundary for a 2-group LDA
#'
#' Returns the LD1 score at which the classification
#' switches between the two groups, accounting for
#' prior probabilities.
#'
#' @param lda_result Result list from run_lda()
#' @return Numeric scalar, the decision threshold on LD1
#' @export",Compute 1D decision boundary for a 2-group LDA,"computation, export"
add_qda_boundaries_overlay,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_diagnostics.R,app/logic/lda,527,NA,"#' Add QDA decision boundary overlay to a plot
#'
#' Works in either LD space (companion LDA projection)
#' or original variable space. Builds a grid, predicts
#' class via the QDA model, and renders tile regions
#' plus boundary segments.
#'
#' @param p A ggplot object
#' @param qda_result Result list from run_qda() (needs
#'   $model, $columns; optionally $lda_model, $lda_scaling)
#' @param dim_x Character, column name for x-axis
#' @param dim_y Character, column name for y-axis
#' @param plot_data Data frame with x, y columns used
#'   in the scatter (to derive grid range)
#' @param axis_type Character, ""ld"" or ""original""
#' @param grid_n Integer, resolution per axis (default 150)
#' @return The ggplot with boundary layers added
#' @export",Add QDA decision boundary overlay to a plot,"computation, plotting, export, formatting"
create_lda_excel,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_export.R,app/logic/lda,29,NA,"#' Export LDA/QDA results to a formatted Excel workbook
#'
#' Sheet 1 (""LD Scores"") contains metadata + LD scores for
#' all observations — ready for downstream clustering.
#' For QDA (no LD scores), sheet 1 contains metadata +
#' predicted class + posterior probabilities instead.
#' Remaining sheets hold model details and classification.
#'
#' @param lda_result LDA/QDA result list from run_lda()/run_qda()
#' @param file Path to save the Excel file
#' @param test_result Optional prediction result from
#'   run_predict() for train/test split mode
#' @return NULL (side effect: writes file)
#' @export",Export LDA/QDA results to a formatted Excel workbook,"computation, export, formatting, statistical"
build_scores_sheet,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_export.R,app/logic/lda,198,function(lda_result),NA,NA,undocumented
build_posterior_sheet,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_export.R,app/logic/lda,226,NA,NA,NA,undocumented
get_best_confusion,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_export.R,app/logic/lda,274,NA,NA,NA,undocumented
create_lda_bundle,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_export.R,app/logic/lda,313,NA,"#' Create a standardized RDS bundle for LDA/QDA/MDA export
#'
#' Builds the named list that the prediction module
#' expects when loading an LDA/QDA/MDA .rds file.
#'
#' @param lda_result Result list from run_lda/run_qda/run_mda
#' @param raw_data Data frame, original data before any
#'   transforms
#' @param used_data Data frame, data actually passed to the
#'   model (after transform + scale + NA removal)
#' @param numeric_cols Character vector of measurement
#'   column names
#' @param meta_cols Character vector of metadata column
#'   names
#' @param transform_params List of per-column transform
#'   param lists (from transform_skewed), or empty list
#' @param scale_params List with $center and $scale named
#'   numeric vectors, or NULL if no scaling
#' @param settings List with skewness_correction,
#'   scale_method, prior, etc.
#' @param data_source Character, ""raw"" or ""pca_scores""
#' @return Named list (the bundle)
#' @export",Create a standardized RDS bundle for LDA/QDA/MDA export,"computation, export, transformation"
add_sheet,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_export.R,app/logic/lda,358,"function(wb, sheet_name, data)",NA,NA,undocumented
lda_to_pca_var_structure,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/lda/lda_var_contrib.R,app/logic/lda,22,function(lda_result),"#' Convert LDA result to PCA-like variable structure
#'
#' Builds a fake ""pca_result"" list with $var$contrib, $var$cos2,
#' $var$coord, and $eig — derived from the LDA scaling matrix
#' and proportion_of_trace. This allows
#' create_var_contrib_jitter_plot() to work unchanged.
#'
#' @param lda_result Result list from run_lda/run_qda/run_mda
#' @return List mimicking PCA result structure, or NULL if
#'   scaling is not available (CV mode, QDA without companion)
#' @export",Convert LDA result to PCA-like variable structure,"computation, plotting, export, transformation"
validate_file_extension,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/load_data.R,app/logic/load_data.R,16,function(filename),"#' Validate that a filename has a supported extension
#' @param filename Character, the original filename (not the temp path)
#' @return List with `valid` (logical) and `ext` (character, lowercased extension)
#' @export",Validate that a filename has a supported extension,"validation, export"
normalize_quote_char,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/load_data.R,app/logic/load_data.R,29,function(quote_char),"#' Normalize the CSV quote character from UI input
#' @param quote_char Character from the radio button input
#' @return Character, a valid quote argument for read.csv
#' @export",Normalize the CSV quote character from UI input,"export, transformation"
read_data_file,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/load_data.R,app/logic/load_data.R,49,NA,"#' Read a data file (CSV or XLSX) and return a data.frame or error
#' @param path Character, path to the file on disk
#' @param ext Character, file extension (""csv"" or ""xlsx"")
#' @param header Logical, does the CSV have a header row?
#' @param delimiter Character, CSV field separator
#' @param quote_char Character, CSV quote character (already normalized)
#' @return List with `success` (logical), `data` (data.frame or NULL),
#'   and `error` (structured error object or NULL)
#' @export",Read a data file (CSV or XLSX) and return a data.frame or error,"export, transformation, error_handling"
validate_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/load_data.R,app/logic/load_data.R,87,function(data),"#' Validate that a loaded data.frame is usable
#' @param data The object returned from reading a file
#' @return List with `valid` (logical) and `message` (character or NULL)
#' @export",Validate that a loaded data.frame is usable,"validation, export"
configure_session_logging,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/logging.R,app/logic/logging.R,21,function(),"#' Configure a session-aware log layout
#'
#' Sets a global logger layout that automatically includes a short session
#' token when called inside a Shiny reactive context. Outside of a reactive
#' context (e.g. during app startup), the session field shows ""global"".
#'
#' This must be called once at app startup (e.g. in main.R server).
#' No changes are needed to existing rhino$log$* calls — the layout
#' reads the current session via shiny::getDefaultReactiveDomain().
#'
#' Log output format:
#'   LEVEL [timestamp] [sess_abc123] Message text
#'
#' @export",Configure a session-aware log layout,"export, formatting"
session_layout,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/logging.R,app/logic/logging.R,43,NA,"#' Custom layout that prepends a short session ID
#' @param level Log level
#' @param msg Log message
#' @param namespace Logger namespace
#' @param .logcall The logging call
#' @param .topcall The top-level call
#' @param .topenv The top-level environment",Custom layout that prepends a short session ID,other
compute_medians,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/median/compute.R,app/logic/median,24,NA,"#' Compute median results from filtered data
#' @param data Data frame (already quality-filtered)
#' @param grouping_cols Character vector of grouping column names
#' @param quality_col Character or NULL, quality column to exclude
#' @return List with $success, $result (data frame or NULL),
#'   $removed_cols (character vector), $message (character)
#' @export",Compute median results from filtered data,"computation, export, filtering"
analyze_quality_column,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/median/quality_analysis.R,app/logic/median,12,"function(data, col_name)","#' Analyze a quality column to determine its type and properties
#' @param data Data frame
#' @param col_name Character, name of the quality column
#' @return List with type, and type-specific properties
#' @export",Analyze a quality column to determine its type and properties,export
apply_quality_filter,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/median/quality_filter.R,app/logic/median,29,NA,"#' Apply quality filter to data
#' @param data Data frame to filter
#' @param quality_settings List with filter settings:
#'   enabled (logical), column (character or NULL),
#'   type (""none"", ""categorical"", ""percentage_decimal"",
#'         ""percentage_100"", ""numeric""),
#'   bad_values (character vector, for categorical),
#'   threshold (numeric, for numeric types)
#' @param grouping_cols Character vector of grouping column names
#' @return List with $data (filtered data frame) and $message
#' @export",Apply quality filter to data,"export, filtering"
filter_categorical,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/median/quality_filter.R,app/logic/median,86,NA,"#' Filter by categorical bad values
#' @param data Data frame
#' @param col Character, quality column name
#' @param bad_values Character vector of bad values
#' @param grouping_cols Character vector of grouping columns
#' @return List with $data and $message
#' @export",Filter by categorical bad values,"export, filtering"
filter_numeric,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/median/quality_filter.R,app/logic/median,153,NA,"#' Filter by numeric threshold
#' @param data Data frame
#' @param col Character, quality column name
#' @param threshold Numeric, minimum threshold
#' @param grouping_cols Character vector of grouping columns
#' @return List with $data and $message
#' @export",Filter by numeric threshold,"export, filtering"
create_biplot,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot.R,app/logic/pca,39,NA,"#' Create a PCA biplot
#'
#' Builds a ggplot biplot with layer toggles for individuals,
#' variables (loadings), or combined view. Returns a ggplot
#' object — the caller wraps it in ggiraph::girafe().
#'
#' @param pca_result PCA result list (the $result field from run_pca)
#' @param dim_x Character, dimension for x-axis (e.g. ""Dim.1"")
#' @param dim_y Character, dimension for y-axis (e.g. ""Dim.2"")
#' @param layer Character, one of ""individuals"", ""variables"", ""combined""
#' @param group_cols Character vector, column name(s) in ind$meta
#'   for grouping. Multiple columns are combined via interaction().
#'   NULL for no grouping.
#' @param show_convex_hull Logical, use convex hull instead of
#'   95% confidence ellipse
#' @param show_group_shapes Logical, whether to draw
#'   ellipses or hulls around groups at all. Default TRUE.
#' @param point_alpha Character or numeric, ""Contribution"" or fixed value
#' @param point_size Character or numeric, ""Contribution"" or fixed value
#' @param show_title Logical, whether to show the plot title
#' @return List with $success, $result (ggplot) or $error
#' @export",Create a PCA biplot,"computation, plotting, export, error_handling"
biplot_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot.R,app/logic/pca,337,NA,"#' Error parser for biplot-specific errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for biplot-specific errors,"plotting, export, error_handling"
validate_biplot_inputs,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot.R,app/logic/pca,373,NA,#' Validate biplot inputs,Validate biplot inputs,"validation, plotting"
build_ind_plot_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot.R,app/logic/pca,398,NA,#' Build individual plot data,Build individual plot data,plotting
build_var_plot_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot.R,app/logic/pca,461,"function(pca_result, dim_x, dim_y)",#' Build variable plot data,Build variable plot data,plotting
build_hull_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot.R,app/logic/pca,491,function(ind_data),#' Build convex hull data for grouped individuals,Build convex hull data for grouped individuals,other
build_circle_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot.R,app/logic/pca,522,function(n = 100),#' Build unit circle data,Build unit circle data,other
biplot_theme,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot.R,app/logic/pca,531,function(),#' Biplot theme,Biplot theme,plotting
axis_label_with_variance,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot.R,app/logic/pca,549,"function(dim_name, eig)",#' Build axis label with variance percentage,Build axis label with variance percentage,other
create_biplot3d,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot3d.R,app/logic/pca,31,NA,"#' Create a 3D PCA biplot using plotly
#'
#' Builds an interactive 3D scatter plot of individual scores
#' with variable loadings as arrows from the origin. Grouping
#' is applied via color. Returns a plotly object.
#'
#' @param pca_result PCA result list (the $result field from run_pca)
#' @param dim_x Character, dimension for x-axis (e.g. ""Dim.1"")
#' @param dim_y Character, dimension for y-axis (e.g. ""Dim.2"")
#' @param dim_z Character, dimension for z-axis (e.g. ""Dim.3"")
#' @param group_cols Character vector, column name(s) in ind$meta
#'   for grouping. Multiple columns are combined via interaction().
#'   NULL for no grouping.
#' @return List with $success, $result (plotly) or $error
#' @export",Create a 3D PCA biplot using plotly,"computation, plotting, export, error_handling"
biplot3d_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot3d.R,app/logic/pca,176,NA,"#' Error parser for 3D biplot-specific errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for 3D biplot-specific errors,"plotting, export, error_handling"
validate_biplot3d_inputs,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot3d.R,app/logic/pca,217,NA,#' Validate 3D biplot inputs,Validate 3D biplot inputs,"validation, plotting"
build_ind_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot3d.R,app/logic/pca,244,NA,#' Build individual scores data frame,Build individual scores data frame,other
build_var_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot3d.R,app/logic/pca,281,NA,"#' Build variable loadings data frame, scaled to
#' match the range of individual scores","Build variable loadings data frame, scaled to",transformation
compute_axis_ranges,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot3d.R,app/logic/pca,304,NA,#' Compute axis ranges with buffer,Compute axis ranges with buffer,computation
build_hover_text,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot3d.R,app/logic/pca,319,NA,#' Build hover text for individuals,Build hover text for individuals,other
add_origin_axes,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot3d.R,app/logic/pca,361,"function(fig, axis_ranges, dims)",#' Add origin axis lines to the plotly figure,Add origin axis lines to the plotly figure,plotting
axis_label,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/biplot3d.R,app/logic/pca,411,"function(dim_name, eig)",#' Build axis label with variance percentage,Build axis label with variance percentage,other
compute_correlation_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/correlation_plot.R,app/logic/pca,27,"function(data, measurement_cols)","#' Compute correlation data for plotting
#'
#' Validates inputs and computes the correlation matrix with
#' hierarchical clustering. Returns a safe_execute result with
#' cor_long (long-format data frame) and ordered_cols.
#'
#' @param data Data frame containing the measurement columns
#' @param measurement_cols Character vector of column names
#' @return List with $success, $result or $error
#' @export",Compute correlation data for plotting,"validation, computation, plotting, export, error_handling, formatting"
create_correlation_ggplot,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/correlation_plot.R,app/logic/pca,63,function(cor_data),"#' Create the ggplot object for the correlation heatmap
#'
#' Builds the ggplot (without girafe wrapping) so it can
#' be reused for both interactive display and static export.
#'
#' @param cor_data List with $cor_long, $ordered_cols, $n_cols
#' @return ggplot object
#' @export",Create the ggplot object for the correlation heatmap,"plotting, export, formatting"
render_correlation_girafe,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/correlation_plot.R,app/logic/pca,148,function(cor_data),"#' Render correlation plot as ggiraph
#'
#' Takes pre-computed correlation data and renders it as an
#' interactive ggiraph heatmap. Should not fail if
#' compute_correlation_data() succeeded. Text sizes, axis
#' label sizes, and SVG dimensions adapt to the number of
#' variables.
#'
#' @param cor_data List with $cor_long, $ordered_cols, $n_cols
#' @return ggiraph interactive plot object
#' @export",Render correlation plot as ggiraph,"computation, plotting, export, formatting"
correlation_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/correlation_plot.R,app/logic/pca,188,NA,"#' Error parser for correlation plot errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for correlation plot errors,"plotting, export, error_handling"
validate_correlation_inputs,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/correlation_plot.R,app/logic/pca,230,"function(data, measurement_cols)",NA,NA,undocumented
compute_cor_matrix,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/correlation_plot.R,app/logic/pca,282,function(cor_data),NA,NA,undocumented
cluster_columns,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/correlation_plot.R,app/logic/pca,304,"function(cor_matrix, measurement_cols)",NA,NA,undocumented
cor_matrix_to_long,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/correlation_plot.R,app/logic/pca,310,"function(cor_matrix, ordered_cols)",NA,NA,undocumented
compute_eigencor_data,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/eigencorplot.R,app/logic/pca,31,"function(pca_result, display_ncp = 5L)","#' Compute correlations between PC scores and metadata variables
#'
#' Extracts individual scores from the PCA result and correlates
#' them against the metadata columns. Non-numeric metadata is
#' coerced to numeric via as.numeric(as.factor(...)). Returns
#' correlation matrix, p-value matrix, and list of coerced columns.
#'
#' @param pca_result PCA result list (the $result field from run_pca)
#' @param display_ncp Integer, number of dimensions to include
#' @return List with $success, $result or $error.
#'   $result contains $cor_matrix, $pval_matrix, $coerced_cols,
#'   $dim_labels (named character vector)
#' @export",Compute correlations between PC scores and metadata variables,"computation, export, filtering, error_handling, formatting, statistical"
create_eigencor_plot,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/eigencorplot.R,app/logic/pca,128,function(eigencor_data),"#' Create the eigencorrelation heatmap plot
#'
#' Builds an interactive ggplot2 heatmap from pre-computed
#' correlation and p-value matrices. Cells show r-value with
#' significance stars. Diverging blue-white-red colour scale.
#' Adaptive text sizing based on grid dimensions.
#'
#' @param eigencor_data List from compute_eigencor_data()$result
#' @return List with $success, $result (ggplot) or $error
#' @export",Create the eigencorrelation heatmap plot,"computation, plotting, export, transformation, error_handling, statistical"
eigencor_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/eigencorplot.R,app/logic/pca,270,NA,"#' Error parser for eigencorrelation errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for eigencorrelation errors,"export, error_handling"
validate_metadata,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/eigencorplot.R,app/logic/pca,317,function(meta),"#' Validate that metadata is usable for eigencorrelation
#'
#' Checks that metadata exists, is not just a ""Row"" fallback,
#' and has at least one column.
#'
#' @param meta Data frame from pca_result$ind$meta",Validate that metadata is usable for eigencorrelation,validation
significance_stars,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/eigencorplot.R,app/logic/pca,334,function(p),"#' Convert p-value to significance stars
#'
#' @param p Numeric, p-value
#' @return Character, significance stars",Convert p-value to significance stars,"transformation, statistical"
format_pval,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/eigencorplot.R,app/logic/pca,346,function(p),"#' Format p-value for display
#'
#' @param p Numeric vector of p-values
#' @return Character vector of formatted p-values",Format p-value for display,"formatting, statistical"
ind_contrib_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/ind_contrib.R,app/logic/pca,22,NA,"#' Error parser for individual contribution plot errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for individual contribution plot errors,"plotting, export, error_handling"
create_ind_contrib_plot,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/ind_contrib.R,app/logic/pca,65,NA,"#' Create a jitter plot of individual contributions
#'
#' Dimensions on X-axis, contribution % on Y-axis.
#' Each individual is a jittered point per dimension,
#' with interactive tooltips showing the individual
#' label, dimension, contribution, and cos2.
#' A horizontal reference line marks the expected
#' average contribution (100 / n).
#'
#' @param pca_result PCA result list ($result from run_pca)
#' @param display_ncp Integer, number of dimensions to show
#' @param group_cols Character vector, column name(s) in
#'   ind$meta for coloring. NULL for no grouping.
#' @param show_title Logical, whether to show the plot title
#' @return List with $success, $result (ggplot) or $error
#' @export",Create a jitter plot of individual contributions,"computation, plotting, export, error_handling, formatting"
add_group_column,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/ind_contrib.R,app/logic/pca,235,NA,#' Add group column to long-format data frame,Add group column to long-format data frame,formatting
ind_contrib_theme,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/ind_contrib.R,app/logic/pca,262,function(),#' Theme for individual contributions plot,Theme for individual contributions plot,plotting
calculate_kmo,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/kmo.R,app/logic/pca,26,function(data),"#' Calculate KMO measure
#'
#' Wraps psych::KMO in safe_execute with a domain-specific error parser.
#' Returns list with overall MSA and individual variable MSAs on success,
#' or a structured error on failure.
#'
#' @param data Data frame with numeric columns (already prepared)
#' @return List with $success, $result (list with $overall, $individual)
#'   or $error (structured error object)
#' @export",Calculate KMO measure,"computation, export, error_handling, data_prep"
kmo_error_parser,/Users/tmc/Documents/03_Arbeit/09_Software_Dev/TexAn2.0/app/logic/pca/kmo.R,app/logic/pca,125,NA,"#' Error parser for KMO-specific errors
#'
#' @param error_msg Character, the original error message
#' @param operation_name Character, name of the operation
#' @return Character, user-friendly error message
#' @export",Error parser for KMO-specific errors,"export, error_handling"
